"ReviewPacketId","BusinessUnit","Owner","Pattern","Source","RiskLevel","ReviewStatus","WhyReview","WhatToReviewFirst","SuggestedNextAction","MatchingItems","Directories","Files","FindingCount","ConflictCount","PartialShareCount","DirectIdentityCount","DirectGroupCount","ExpandedMemberCount","MigrationReadiness","RelatedDataAreaCount"
"owner-review-0001","Engineering","Engineering Data Owners","C:\ShareSurferEnterpriseLab\Engineering*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; permission-bearing security groups","access conflicts; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","12","3","9","0","45","0","5","3","8","Review","1"
"owner-review-0022","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0184*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0023","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0183*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0024","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0182*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0025","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0177*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0026","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0172*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0027","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0171*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0028","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0170*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0029","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0173*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0030","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0176*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0031","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0175*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0032","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0174*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0033","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0133*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0034","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0132*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0035","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0131*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0036","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0134*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0037","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0137*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0038","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0136*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0039","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0135*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0040","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0130*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0041","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0125*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0042","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0124*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0043","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0123*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0044","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0126*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0045","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0129*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0046","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0128*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0047","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0127*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0048","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0138*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0049","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0149*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0050","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0148*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0051","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0147*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0052","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0150*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0053","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0153*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0054","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0152*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0055","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0151*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0056","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0146*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0057","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0141*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0058","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0140*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0059","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0139*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0060","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0142*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0061","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0145*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0062","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0144*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0063","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0143*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0064","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0226*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0065","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0225*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0066","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0224*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0067","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0227*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0068","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0230*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0069","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0229*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0070","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0228*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0071","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0223*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0072","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0218*","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
