"ReviewPacketId","BusinessUnit","Owner","Pattern","Source","RiskLevel","ReviewStatus","WhyReview","WhatToReviewFirst","SuggestedNextAction","MatchingItems","Directories","Files","FindingCount","ConflictCount","PartialShareCount","DirectIdentityCount","DirectGroupCount","ExpandedMemberCount","MigrationReadiness","RelatedDataAreaCount"
"owner-review-0001","ID-E2673D1A42EE","ID-E2935BE59904","ID-8D64C5185490","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; permission-bearing security groups","access conflicts; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","12","3","9","0","45","0","5","3","8","Review","1"
"owner-review-0022","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-F351A6DDC9D1","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0023","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-730AE8C8C8E1","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0024","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-51BD570C1CBC","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0025","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-C071A8A79079","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0026","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-DDBA0749784F","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0027","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-B3997C7E3F73","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0028","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-EBF7349FADEC","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0029","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-C8771FB2E818","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0030","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-ABAF8CD4F63F","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0031","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-BDE912BF822F","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0032","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-782F446986FE","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0033","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-645AFB0397C1","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0034","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-7B17F8B0093D","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0035","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-A02DDA00A8DE","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0036","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-2766B6FB1926","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0037","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-AF20D5F7C33F","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0038","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-3F91573D12EF","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0039","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-999A24D6542E","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0040","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-2D32E23AD7AE","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0041","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-7121A901D5C9","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0042","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-E045B60A8087","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0043","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-FF112749789E","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0044","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-A252F35BED27","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0045","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-BA99ECB0152E","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0046","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-91C28D8F1D24","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0047","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-0AC9BE91820F","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0048","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-9478C818561D","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0049","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-67D31D40950F","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0050","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-CA910EC9B22D","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0051","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-1CCF877D73A8","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0052","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-713986E96C46","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0053","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-5779BBC179C8","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0054","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-79C308BB3299","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0055","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-C831B13774B3","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0056","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-0C0F525EF3C6","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0057","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-9C0AF686C2D1","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0058","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-59886CF51DFC","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0059","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-287A0A7666E1","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0060","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-38AC3C790E6F","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0061","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-618A95CD1F82","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0062","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-73F7C44D4601","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0063","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-5BC3CE7D488D","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0064","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-AFBD3967E559","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0065","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-11CD23D545E2","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0066","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-C4C51ABFF869","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0067","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-CC7DF70366CD","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0068","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-EE84EC76764F","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0069","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-D608BCB68A27","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0070","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-3EF0DBC2A366","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0071","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-666372C797A6","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0072","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-89FD9B263910","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0073","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-D902B09C59F2","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0074","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-B3655E6B2982","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0075","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-40ACB3479513","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
"owner-review-0076","ID-57D2DAACE60A","ID-2ECFB50A6780","ID-3D8BEF74731F","LabPlan","High","High priority review","high-priority access or migration risk; share-vs-file permission mismatch; migration or governance finding; permission-bearing security groups","access conflicts; findings; permissioned groups; expanded members","Confirm intended access with the owner, then resolve share-vs-file permission mismatches.","23","14","9","1","130","0","6","4","9","Review","1"
